TOKEN	MORPH	SEG_BME	LABEL
uchuyakuchaw	['Uchuyaku', 'chaw']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PROPN', 'Loc']
tardi	['Tardi']	['D', 'M', 'M', 'M', 'F']	['N']
las	['las']	['D', 'M', 'F']	['DET']
tresnawmi	['tres', 'naw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['NUM.Card', 'Equ', 'Asrt']
chaarii	['chaa', 'ri', 'i']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', '1']
wayiiman	['wayi', 'i', 'man']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.1Sg', 'Dat']
tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
ni	['ni']	['D', 'F']	['ADV']
pi	['pi']	['D', 'F']	['PRON']
familyaqa	['familya', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
yurimurqatsu	['yuri', 'mu', 'rqa', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Cis', 'Pst', '3', 'Neg']
nuqaqa	['Nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
wayi	['wayi']	['D', 'M', 'M', 'F']	['N']
rurayllawanqa	['rura', 'y', 'lla', 'wan', 'qa']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['VTr', 'Inf', 'Lim', 'Com', 'Top']
allibwenum	['allibwenu', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
kaa	['ka', 'a']	['D', 'F', 'U']	['AUX', '1']
ashiyaamunki	['Ashi', 'yaa', 'mu', 'nki']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pl', 'Cis', '2']
hobenkunata	['hoben', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
katekista	['katekista']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
kayaananpaq	['ka', 'yaa', 'na', 'n', 'paq']	['D', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['AUX', 'Pl', 'Pot', 'Poss.3', 'Ben']
i	['I']	['U']	['CCONJ']
porfin	['porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
chaariyaa	['chaa', 'ri', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', '1']
parokuman	['paroku', 'man']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
tsaychaw	['Tsay', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Loc']
kaykaanaq	['ka', 'ykaa', 'naq']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['AUX', 'Prog', 'Rpst']
niyaptii	['Ni', 'ya', 'pti', 'i']	['D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Cnv', 'Poss.1Sg']
nin	['ni', 'n']	['D', 'F', 'U']	['VTr', '3']
bwenu	['Bwenu']	['D', 'M', 'M', 'M', 'F']	['INTJ']
aywakuyaylla	['Aywa', 'ku', 'ya', 'y', 'lla']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Pl', 'Inf', 'Lim']
tsaychawnam	['Tsay', 'chaw', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Loc', 'Acp', 'Asrt']
almorsariyarquu	['almorsa', 'ri', 'ya', 'rqu', 'u']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pct', 'Pl', 'RecPst', '1']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
awkis	['awkis']	['D', 'M', 'M', 'M', 'F']	['N']
shipiikuqa	['Shipiiku', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Top']
ni	['ni']	['D', 'F']	['ADV']
aywayta	['aywa', 'y', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Inf', 'Obj']
pwedimuntsu	['pwedi', 'mu', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Cis', '3', 'Neg']
i	['I']	['U']	['CCONJ']
tsaynam	['tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
tardiyaarin	['tardi', 'yaa', 'ri', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['N', 'Transf', 'Pct', '3']
tsaychawmi	['Tsay', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Loc', 'Asrt']
machashqa	['macha', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
uryaykaayan	['urya', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
ni	['Ni']	['D', 'F']	['ADV']
nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
kaayiyantsu	['kaayi', 'ya', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', '3', 'Neg']
porfin	['Porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
nuqa	['nuqa']	['D', 'M', 'M', 'F']	['PRON.Prs']
kaayitsiptiiraq	['kaayi', 'tsi', 'pti', 'i', 'raq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Caus', 'Cnv', 'Poss.1Sg', 'Inacp']
nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
upallaykuyarqan	['upalla', 'yku', 'ya', 'rqa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Intens', 'Pl', 'Pst', '3']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
aywayarqaa	['aywa', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Pst', '1']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
tapukuyarqaa	['tapu', 'ku', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', 'Pst', '1']
awtoridaakunapaq	['awtoridaa', 'kuna', 'paq']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Pl', 'Ben']
itsa	['Itsa']	['D', 'M', 'M', 'F']	['ADV']
tsaychaw	['tsay', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Loc']
tarishwan	['tari', 'shwan']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', 'Cond', '1Pl.Inc']
katekistapaq	['katekista', 'paq']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Ben']
i	['I']	['U']	['CCONJ']
wallkallam	['wallka', 'lla', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Lim', 'Asrt']
allinam	['alli', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Acp', 'Asrt']
gastarintsik	['gasta', 'ri', 'ntsik']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', 'Pct', '1Pl.Inc']
peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
imata	['ima', 'ta']	['D', 'M', 'F', 'D', 'F']	['PRON', 'Obj']
nishqapis	['ni', 'shqa', 'pis']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Prf', 'Coord']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
gustantsu	['gusta', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '3', 'Neg']
tardinam	['Tardi', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Acp', 'Asrt']
kutiyarqaa	['kuti', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pl', 'Pst', '1']
yungayta	['Yungay', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Obj']
i	['I']	['U']	['CCONJ']
tsaymi	['tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
las	['las']	['D', 'M', 'F']	['DET']
sinku	['sinku']	['D', 'M', 'M', 'M', 'F']	['NUM.Card']
de	['de']	['D', 'F']	['ADP']
la	['la']	['D', 'F']	['DET']
mañana	['maña', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Pot']
yuriramurqan	['yuri', 'ra', 'mu', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pct', 'Cis', 'Pst', '3']
tumpapitapis	['Tumpa', 'pita', 'pis']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Abl', 'Coord']
lomismu	['lomismu']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
i	['i']	['U']	['CCONJ']
yungaypitapis	['Yungay', 'pita', 'pis']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Abl', 'Coord']
peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
despwes	['despwes']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
ni	['ni']	['D', 'F']	['ADV']
pi	['pi']	['D', 'F']	['PRON']
shamushqatsu	['shamu', 'shqa', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Prf', 'Neg']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
pasarqaa	['pasa', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pst', '1']
mikruwanna	['mikru', 'wan', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Com', 'Acp']
tsaywannam	['Tsay', 'wan', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Com', 'Acp', 'Asrt']
pasakurqaa	['pasa', 'ku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Refl/Mid', 'Pst', '1']
waylasta	['Waylas', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Obj']
waylasman	['Waylas', 'man']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Dat']
charqaa	['cha', 'cha', 'cha']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pst', '1']
las	['las']	['D', 'M', 'F']	['DET']
seis	['seis']	['D', 'M', 'M', 'F']	['NUM.Card']
de	['de']	['D', 'F']	['ADP']
la	['la']	['D', 'F']	['DET']
tardi	['tardi']	['D', 'M', 'M', 'M', 'F']	['N']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
taririrqaa	['tari', 'ri', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Pst', '1']
padre	['padre']	['D', 'M', 'M', 'M', 'F']	['N']
max	['Max']	['D', 'M', 'F']	['PROPN']
gonzálezta	['González', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Obj']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
nii	['ni', 'i']	['D', 'F', 'U']	['VTr', '1']
padre	['Padre']	['D', 'M', 'M', 'M', 'F']	['N']
ullqullapaqmi	['ullqu', 'lla', 'paq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Lim', 'Ben', 'Asrt']
imanawpis	['Imanaw']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
prokuramushaqmi	['prokura', 'mu', 'shaq', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['V', 'Cis', 'Fut.1', 'Asrt']
tsaychawmi	['Tsay', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Loc', 'Asrt']
kamayki	['kama', 'yki']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.2']
alkilamushaq	['alkila', 'mu', 'shaq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['V', 'Cis', 'Fut.1']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
aywayarqaa	['aywa', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Pst', '1']
i	['i']	['U']	['CCONJ']
tsaychawmi	['tsay', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Loc', 'Asrt']
kama	['kama']	['D', 'M', 'M', 'F']	['N']
tsaririyarqaa	['tsari', 'ri', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Pl', 'Pst', '1']
kusa	['Kusa']	['D', 'M', 'M', 'F']	['ADV']
choferqa	['chofer', 'qa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
kushishqa	['kushi', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
wiyan	['wiya', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
porfin	['Porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
karasman	['Karas', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Dat']
chaariyarqaa	['chaa', 'ri', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Pl', 'Pst', '1']
tsayman	['Tsay', 'man']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON', 'Dat']
lluqarkurna	['lluqa', 'rku', 'r', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Edu', 'Cnv', 'Acp']
aywakurqaa	['aywa', 'ku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Pst', '1']
apenas	['Apenas']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
chaariyaa	['chaa', 'ri', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', '1']
padri	['padri']	['D', 'M', 'M', 'M', 'F']	['N']
yuriramun	['yuri', 'ra', 'mu', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Cis', '3']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
nii	['ni', 'i']	['D', 'F', 'U']	['VTr', '1']
shamushqa	['Shamu', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
qamllamanmi	['qam', 'lla', 'man', 'mi']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Lim', 'Dat', 'Asrt']
i	['I']	['U']	['CCONJ']
ademas	['ademas']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
utishqam	['uti', 'shqa', 'm']	['D', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['VInt', 'Prf', 'Asrt']
kaa	['ka', 'a']	['D', 'F', 'U']	['AUX', '1']
padre	['padre']	['D', 'M', 'M', 'M', 'F']	['N']
tardina	['Tardi', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Acp']
chaarirnam	['chaa', 'ri', 'r', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F', 'U']	['VTr', 'Pct', 'Cnv', 'Acp', 'Asrt']
plasachaw	['plasa', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
hamakurqaa	['hama', 'ku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Refl/Mid', 'Pst', '1']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
nii	['ni', 'i']	['D', 'F', 'U']	['VTr', '1']
nuqaqa	['Nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
warasmi	['Waras', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Asrt']
kaa	['ka', 'a']	['D', 'F', 'U']	['AUX', '1']
hinantintam	['Hinantin', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Asrt']
riqii	['riqi', 'i']	['D', 'M', 'M', 'F', 'U']	['VTr', '1']
apenas	['Apenas']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
mikuyaanaallapaqmi	['miku', 'yaa', 'na', 'a', 'lla', 'paq', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['VTr', 'Pl', 'Pot', 'Poss.1Sg', 'Lim', 'Ben', 'Asrt']
atskaq	['Atskaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
tsuriyuqmi	['tsuri', 'yuq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Orn', 'Asrt']
kaa	['ka', 'a']	['D', 'F', 'U']	['AUX', '1']
tsaypitanam	['Tsay', 'pita', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Abl', 'Acp', 'Asrt']
aywarqaa	['aywa', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
parokyamanna	['parokya', 'man', 'na']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Dat', 'Acp']
ni	['Ni']	['D', 'F']	['ADV']
yurimuntsu	['yuri', 'mu', 'n', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Cis', '3', 'Neg']
kasi	['Kasi']	['D', 'M', 'M', 'F']	['ADV']
las	['las']	['D', 'M', 'F']	['DET']
nwebinawnam	['nwebi', 'naw', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['NUM.Card', 'Equ', 'Acp', 'Asrt']
yuriramun	['yuri', 'ra', 'mu', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Cis', '3']
waraspitam	['Waras', 'pita', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['PROPN', 'Abl', 'Asrt']
shamushqa	['shamu', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
pipis	['Pi']	['D', 'F']	['PRON']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
munayantsu	['muna', 'ya', 'n', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', '3', 'Neg']
peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
ashimushaqmi	['ashi', 'mu', 'shaq', 'mi']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Cis', 'Fut.1', 'Asrt']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
aywarqaa	['aywa', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
restawrantiman	['restawranti', 'man']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
waqtallachawmi	['Waqta', 'lla', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Lim', 'Loc', 'Asrt']
parlaparamarqan	['parla', 'pa', 'ra', 'ma', 'rqa', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Apl', 'Pct', '1.Obj', 'Pst', '3']
manam	['Mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
tinkuyaatsu	['tinku', 'ya', 'a', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Pl', '1', 'Neg']
llapanpaq	['llapa', 'n', 'paq']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['PRON', 'Poss.3', 'Ben']
manam	['Mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
kasukuyantsu	['kasu', 'ku', 'ya', 'n', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['V', 'Refl/Mid', 'Pl', '3', 'Neg']
aywaa	['Aywa', 'a']	['D', 'M', 'M', 'F', 'U']	['VTr', '1']
awtutachi	['awtu', 'ta', 'chi']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['N', 'Obj', 'Conjc']
shuyarashaq	['shuya', 'ra', 'shaq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pct', 'Fut.1']
nuqapis	['Nuqa', 'pis']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON.Prs', 'Coord']
tardi	['tardi']	['D', 'M', 'M', 'M', 'F']	['N']
aywan	['aywa', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
karwastam	['Karwas', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['PROPN', 'Obj', 'Asrt']
despwesnam	['Despwes', 'na', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Acp', 'Asrt']
shayaamurqaa	['sha', 'sha', 'sha', 'sha', 'sha']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Pl', 'Cis', 'Pst', '1']
i	['i']	['U']	['CCONJ']
chaarayaamuu	['chaa', 'ra', 'yaa', 'mu', 'u']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', 'Cis', '1']
karwasman	['Karwas', 'man']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Dat']
las	['las']	['D', 'M', 'F']	['DET']
kwatruna	['kwatru', 'na']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['NUM.Card', 'Acp']
ni	['Ni']	['D', 'F']	['ADV']
imata	['ima', 'ta']	['D', 'M', 'F', 'D', 'F']	['PRON', 'Obj']
parlayarqaatsu	['parla', 'ya', 'rqa', 'a', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Pl', 'Pst', '1', 'Neg']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
tsaychaw	['tsay', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Loc']
taakurqan	['taa', 'ku', 'rqa', 'n']	['D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Refl/Mid', 'Pst', '3']
utishqa	['uti', 'shqa']	['D', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
karnin	['ka', 'r', 'ni', 'n']	['D', 'F', 'U', 'D', 'F', 'U']	['AUX', 'Cnv', 'Poss.3']
paqakur	['paqa', 'ku', 'r']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Cnv']
paypis	['Pay', 'pis']	['D', 'M', 'F', 'D', 'M', 'F']	['PRON.Prs', 'Coord']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
chaskimarqan	['chaski', 'ma', 'rqa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', '1.Obj', 'Pst', '3']
i	['I']	['U']	['CCONJ']
ofisyuta	['ofisyu', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
leyirir	['leyi', 'ri', 'r']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cnv']
