	TOKEN	MORPH	SEG_BME	LABEL
211	apayaamarqan	['apa', 'yaa', 'ma', 'rqa', 'n']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', '1.Obj', 'Pst', '3']
212	asta	['asta']	['D', 'M', 'M', 'F']	['ADP']
213	shimpikama	['Shimpi', 'kama']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PROPN', 'Ter']
214	kasi	['Kasi']	['D', 'M', 'M', 'F']	['ADV']
215	las	['las']	['D', 'M', 'F']	['DET']
216	sinkunaw	['sinku', 'naw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['NUM.Card', 'Equ']
217	kaykaayaa	['ka', 'ykaa', 'ya', 'a']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['AUX', 'Prog', 'Pl', '1']
218	uchuyakuchaw	['Uchuyaku', 'chaw']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PROPN', 'Loc']
219	tardi	['Tardi']	['D', 'M', 'M', 'M', 'F']	['N']
220	las	['las']	['D', 'M', 'F']	['DET']
221	tresnawmi	['tres', 'naw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['NUM.Card', 'Equ', 'Asrt']
222	chaarii	['chaa', 'ri', 'i']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', '1']
223	wayiiman	['wayi', 'i', 'man']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.1Sg', 'Dat']
224	tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
225	ni	['ni']	['D', 'F']	['ADV']
226	pi	['pi']	['D', 'F']	['PRON']
227	familyaqa	['familya', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
228	yurimurqatsu	['yuri', 'mu', 'rqa', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Cis', 'Pst', '3', 'Neg']
229	nuqaqa	['Nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
230	wayi	['wayi']	['D', 'M', 'M', 'F']	['N']
231	rurayllawanqa	['rura', 'y', 'lla', 'wan', 'qa']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['VTr', 'Inf', 'Lim', 'Com', 'Top']
232	allibwenum	['allibwenu', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
233	kaa	['ka', 'a']	['D', 'F', 'U']	['AUX', '1']
234	ashiyaamunki	['Ashi', 'yaa', 'mu', 'nki']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pl', 'Cis', '2']
235	hobenkunata	['hoben', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
236	katekista	['katekista']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
237	kayaananpaq	['ka', 'yaa', 'na', 'n', 'paq']	['D', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['AUX', 'Pl', 'Pot', 'Poss.3', 'Ben']
238	i	['I']	['U']	['CCONJ']
239	porfin	['porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
240	chaariyaa	['chaa', 'ri', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', '1']
241	parokuman	['paroku', 'man']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
242	tsaychaw	['Tsay', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Loc']
243	kaykaanaq	['ka', 'ykaa', 'naq']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['AUX', 'Prog', 'Rpst']
244	niyaptii	['Ni', 'ya', 'pti', 'i']	['D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Cnv', 'Poss.1Sg']
245	nin	['ni', 'n']	['D', 'F', 'U']	['VTr', '3']
246	bwenu	['Bwenu']	['D', 'M', 'M', 'M', 'F']	['INTJ']
247	aywakuyaylla	['Aywa', 'ku', 'ya', 'y', 'lla']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Pl', 'Inf', 'Lim']
248	tsaychawnam	['Tsay', 'chaw', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Loc', 'Acp', 'Asrt']
249	almorsariyarquu	['almorsa', 'ri', 'ya', 'rqu', 'u']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pct', 'Pl', 'RecPst', '1']
250	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
251	awkis	['awkis']	['D', 'M', 'M', 'M', 'F']	['N']
252	shipiikuqa	['Shipiiku', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Top']
253	ni	['ni']	['D', 'F']	['ADV']
254	aywayta	['aywa', 'y', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Inf', 'Obj']
255	pwedimuntsu	['pwedi', 'mu', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Cis', '3', 'Neg']
256	i	['I']	['U']	['CCONJ']
257	tsaynam	['tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
258	tardiyaarin	['tardi', 'yaa', 'ri', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['N', 'Transf', 'Pct', '3']
259	tsaychawmi	['Tsay', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Loc', 'Asrt']
260	machashqa	['macha', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
261	uryaykaayan	['urya', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
262	ni	['Ni']	['D', 'F']	['ADV']
263	nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
264	kaayiyantsu	['kaayi', 'ya', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', '3', 'Neg']
265	porfin	['Porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
266	nuqa	['nuqa']	['D', 'M', 'M', 'F']	['PRON.Prs']
267	kaayitsiptiiraq	['kaayi', 'tsi', 'pti', 'i', 'raq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Caus', 'Cnv', 'Poss.1Sg', 'Inacp']
268	nunakuna	['nuna', 'kuna']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
269	upallaykuyarqan	['upalla', 'yku', 'ya', 'rqa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Intens', 'Pl', 'Pst', '3']
270	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
271	aywayarqaa	['aywa', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Pst', '1']
272	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
273	tapukuyarqaa	['tapu', 'ku', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', 'Pst', '1']
274	awtoridaakunapaq	['awtoridaa', 'kuna', 'paq']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Pl', 'Ben']
275	itsa	['Itsa']	['D', 'M', 'M', 'F']	['ADV']
276	tsaychaw	['tsay', 'chaw']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PRON', 'Loc']
277	tarishwan	['tari', 'shwan']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', 'Cond', '1Pl.Inc']
278	katekistapaq	['katekista', 'paq']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Ben']
279	i	['I']	['U']	['CCONJ']
280	wallkallam	['wallka', 'lla', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['N', 'Lim', 'Asrt']
281	allinam	['alli', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Acp', 'Asrt']
282	gastarintsik	['gasta', 'ri', 'ntsik']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', 'Pct', '1Pl.Inc']
283	peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
284	imata	['ima', 'ta']	['D', 'M', 'F', 'D', 'F']	['PRON', 'Obj']
285	nishqapis	['ni', 'shqa', 'pis']	['D', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Prf', 'Coord']
286	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
287	gustantsu	['gusta', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '3', 'Neg']
288	tardinam	['Tardi', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Acp', 'Asrt']
289	kutiyarqaa	['kuti', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pl', 'Pst', '1']
290	yungayta	['Yungay', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Obj']
291	i	['I']	['U']	['CCONJ']
292	tsaymi	['tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
293	las	['las']	['D', 'M', 'F']	['DET']
294	sinku	['sinku']	['D', 'M', 'M', 'M', 'F']	['NUM.Card']
295	de	['de']	['D', 'F']	['ADP']
296	la	['la']	['D', 'F']	['DET']
297	mañana	['maña', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Pot']
298	yuriramurqan	['yuri', 'ra', 'mu', 'rqa', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pct', 'Cis', 'Pst', '3']
299	tumpapitapis	['Tumpa', 'pita', 'pis']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Abl', 'Coord']
300	lomismu	['lomismu']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
301	i	['i']	['U']	['CCONJ']
302	yungaypitapis	['Yungay', 'pita', 'pis']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Abl', 'Coord']
303	peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
304	despwes	['despwes']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
305	ni	['ni']	['D', 'F']	['ADV']
306	pi	['pi']	['D', 'F']	['PRON']
307	shamushqatsu	['shamu', 'shqa', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Prf', 'Neg']
308	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
309	pasarqaa	['pasa', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Pst', '1']
310	mikruwanna	['mikru', 'wan', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Com', 'Acp']
311	tsaywannam	['Tsay', 'wan', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Com', 'Acp', 'Asrt']
312	pasakurqaa	['pasa', 'ku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Refl/Mid', 'Pst', '1']
313	waylasta	['Waylas', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Obj']
314	waylasman	['Waylas', 'man']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Dat']
315	charqaa	['cha', 'cha', 'cha']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Pst', '1']
316	las	['las']	['D', 'M', 'F']	['DET']
317	seis	['seis']	['D', 'M', 'M', 'F']	['NUM.Card']
318	de	['de']	['D', 'F']	['ADP']
319	la	['la']	['D', 'F']	['DET']
320	tardi	['tardi']	['D', 'M', 'M', 'M', 'F']	['N']
321	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
322	taririrqaa	['tari', 'ri', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Pst', '1']
323	padre	['padre']	['D', 'M', 'M', 'M', 'F']	['N']
324	max	['Max']	['D', 'M', 'F']	['PROPN']
325	gonzálezta	['González', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Obj']
326	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
327	nii	['ni', 'i']	['D', 'F', 'U']	['VTr', '1']
328	padre	['Padre']	['D', 'M', 'M', 'M', 'F']	['N']
329	ullqullapaqmi	['ullqu', 'lla', 'paq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Lim', 'Ben', 'Asrt']
330	imanawpis	['Imanaw']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
331	prokuramushaqmi	['prokura', 'mu', 'shaq', 'mi']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['V', 'Cis', 'Fut.1', 'Asrt']
332	tsaychawmi	['Tsay', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Loc', 'Asrt']
333	kamayki	['kama', 'yki']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.2']
334	alkilamushaq	['alkila', 'mu', 'shaq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['V', 'Cis', 'Fut.1']
335	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
336	aywayarqaa	['aywa', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Pst', '1']
337	i	['i']	['U']	['CCONJ']
338	tsaychawmi	['tsay', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Loc', 'Asrt']
339	kama	['kama']	['D', 'M', 'M', 'F']	['N']
340	tsaririyarqaa	['tsari', 'ri', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Pl', 'Pst', '1']
341	kusa	['Kusa']	['D', 'M', 'M', 'F']	['ADV']
342	choferqa	['chofer', 'qa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
343	kushishqa	['kushi', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VInt', 'Prf']
344	wiyan	['wiya', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
345	porfin	['Porfin']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
346	karasman	['Karas', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Dat']
347	chaariyarqaa	['chaa', 'ri', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pct', 'Pl', 'Pst', '1']
348	tsayman	['Tsay', 'man']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON', 'Dat']
349	lluqarkurna	['lluqa', 'rku', 'r', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Edu', 'Cnv', 'Acp']
350	aywakurqaa	['aywa', 'ku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Refl/Mid', 'Pst', '1']
351	apenas	['Apenas']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
352	chaariyaa	['chaa', 'ri', 'ya', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', '1']
353	padri	['padri']	['D', 'M', 'M', 'M', 'F']	['N']
354	yuriramun	['yuri', 'ra', 'mu', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Cis', '3']
355	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
356	nii	['ni', 'i']	['D', 'F', 'U']	['VTr', '1']
357	shamushqa	['Shamu', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
358	qamllamanmi	['qam', 'lla', 'man', 'mi']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Lim', 'Dat', 'Asrt']
359	i	['I']	['U']	['CCONJ']
360	ademas	['ademas']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
361	utishqam	['uti', 'shqa', 'm']	['D', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['VInt', 'Prf', 'Asrt']
362	kaa	['ka', 'a']	['D', 'F', 'U']	['AUX', '1']
363	padre	['padre']	['D', 'M', 'M', 'M', 'F']	['N']
364	tardina	['Tardi', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Acp']
365	chaarirnam	['chaa', 'ri', 'r', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F', 'U']	['VTr', 'Pct', 'Cnv', 'Acp', 'Asrt']
366	plasachaw	['plasa', 'chaw']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
367	hamakurqaa	['hama', 'ku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Refl/Mid', 'Pst', '1']
368	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
369	nii	['ni', 'i']	['D', 'F', 'U']	['VTr', '1']
370	nuqaqa	['Nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
371	warasmi	['Waras', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Asrt']
372	kaa	['ka', 'a']	['D', 'F', 'U']	['AUX', '1']
373	hinantintam	['Hinantin', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Obj', 'Asrt']
374	riqii	['riqi', 'i']	['D', 'M', 'M', 'F', 'U']	['VTr', '1']
375	apenas	['Apenas']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
376	mikuyaanaallapaqmi	['miku', 'yaa', 'na', 'a', 'lla', 'paq', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['VTr', 'Pl', 'Pot', 'Poss.1Sg', 'Lim', 'Ben', 'Asrt']
377	atskaq	['Atskaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
378	tsuriyuqmi	['tsuri', 'yuq', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Orn', 'Asrt']
379	kaa	['ka', 'a']	['D', 'F', 'U']	['AUX', '1']
380	tsaypitanam	['Tsay', 'pita', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Abl', 'Acp', 'Asrt']
381	aywarqaa	['aywa', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
382	parokyamanna	['parokya', 'man', 'na']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Dat', 'Acp']
383	ni	['Ni']	['D', 'F']	['ADV']
384	yurimuntsu	['yuri', 'mu', 'n', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Cis', '3', 'Neg']
385	kasi	['Kasi']	['D', 'M', 'M', 'F']	['ADV']
386	las	['las']	['D', 'M', 'F']	['DET']
387	nwebinawnam	['nwebi', 'naw', 'na', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['NUM.Card', 'Equ', 'Acp', 'Asrt']
388	yuriramun	['yuri', 'ra', 'mu', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Cis', '3']
389	waraspitam	['Waras', 'pita', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['PROPN', 'Abl', 'Asrt']
390	shamushqa	['shamu', 'shqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
391	pipis	['Pi']	['D', 'F']	['PRON']
392	manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
393	munayantsu	['muna', 'ya', 'n', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', '3', 'Neg']
394	peru	['Peru']	['D', 'M', 'M', 'F']	['CCONJ']
395	ashimushaqmi	['ashi', 'mu', 'shaq', 'mi']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Cis', 'Fut.1', 'Asrt']
396	tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
397	aywarqaa	['aywa', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pst', '1']
398	restawrantiman	['restawranti', 'man']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
399	waqtallachawmi	['Waqta', 'lla', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Lim', 'Loc', 'Asrt']
400	parlaparamarqan	['parla', 'pa', 'ra', 'ma', 'rqa', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Apl', 'Pct', '1.Obj', 'Pst', '3']
401	manam	['Mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
402	tinkuyaatsu	['tinku', 'ya', 'a', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VInt', 'Pl', '1', 'Neg']
403	llapanpaq	['llapa', 'n', 'paq']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['PRON', 'Poss.3', 'Ben']
404	manam	['Mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
405	kasukuyantsu	['kasu', 'ku', 'ya', 'n', 'tsu']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['V', 'Refl/Mid', 'Pl', '3', 'Neg']
406	aywaa	['Aywa', 'a']	['D', 'M', 'M', 'F', 'U']	['VTr', '1']
407	awtutachi	['awtu', 'ta', 'chi']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['N', 'Obj', 'Conjc']
408	shuyarashaq	['shuya', 'ra', 'shaq']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Pct', 'Fut.1']
409	nuqapis	['Nuqa', 'pis']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON.Prs', 'Coord']
410	tardi	['tardi']	['D', 'M', 'M', 'M', 'F']	['N']
411	aywan	['aywa', 'n']	['D', 'M', 'M', 'F', 'U']	['VTr', '3']
412	karwastam	['Karwas', 'ta', 'm']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['PROPN', 'Obj', 'Asrt']
413	despwesnam	['Despwes', 'na', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Acp', 'Asrt']
414	shayaamurqaa	['sha', 'sha', 'sha', 'sha', 'sha']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'Pl', 'Cis', 'Pst', '1']
415	i	['i']	['U']	['CCONJ']
416	chaarayaamuu	['chaa', 'ra', 'yaa', 'mu', 'u']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Pl', 'Cis', '1']
417	karwasman	['Karwas', 'man']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['PROPN', 'Dat']
418	las	['las']	['D', 'M', 'F']	['DET']
419	kwatruna	['kwatru', 'na']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['NUM.Card', 'Acp']
420	ni	['Ni']	['D', 'F']	['ADV']
421	imata	['ima', 'ta']	['D', 'M', 'F', 'D', 'F']	['PRON', 'Obj']
