TOKEN	MORPH	SEG_BME	LABEL
nishpa	['ni', 'shpa']	['D', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Grd']
tsayna	['Tsayna']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
kreyintsu	['kreyi', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '3', 'Neg']
imanapam	['Imana', 'pa', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Man', 'Asrt']
pay	['pay']	['D', 'M', 'F']	['PRON.Prs']
ushpanqa	['ushpa', 'nqa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Fut.3']
nir	['ni', 'r']	['D', 'F', 'U']	['VTr', 'Cnv']
apuray	['Apura', 'y']	['D', 'M', 'M', 'M', 'F', 'U']	['V', 'Imp.2']
ninaq	['ni', 'naq']	['D', 'F', 'D', 'M', 'F']	['VTr', 'Rpst']
reyqa	['rey', 'qa']	['D', 'M', 'F', 'D', 'F']	['N', 'Top']
tsay	['Tsay']	['D', 'M', 'M', 'F']	['DET']
niptinna	['ni', 'pti', 'n', 'na']	['D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Cnv', 'Poss.3', 'Acp']
patronqa	['patron', 'qa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
alistapurqunaq	['alista', 'pu', 'rqu', 'naq']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Apl', 'RecPst', '3', 'Rpst']
allibwenu	['allibwenu']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
masisuta	['masisu', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
yapayna	['Yapay', 'na']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Acp']
nirqunaq	['ni', 'rqu', 'naq']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'RecPst', '3', 'Rpst']
ayway	['Aywa', 'y']	['D', 'M', 'M', 'F', 'U']	['VTr', 'Imp.2']
montita	['monti', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
tsayna	['Tsayna']	['D', 'M', 'M', 'M', 'M', 'F']	['ADV']
patronqa	['patron', 'qa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Top']
willarqunaq	['willa', 'rqu', 'naq']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'RecPst', '3', 'Rpst']
kaynawmi	['kaynaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Asrt']
unayna	['Unay', 'na']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Acp']
huk	['huk']	['D', 'M', 'F']	['DET']
dyabluwan	['dyablu', 'wan']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
kontratuta	['kontratu', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
ruraykuyarqaa	['rura', 'yku', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Intens', 'Pl', 'Pst', '1']
allaapa	['allaapa']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['ADV']
waktsa	['waktsa']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
karnin	['ka', 'r', 'ni', 'n']	['D', 'F', 'U', 'D', 'F', 'U']	['AUX', 'Cnv', 'Poss.3']
imaykapis	['imayka']	['D', 'M', 'M', 'M', 'M', 'F']	['PRON']
qillayniipis	['qillay', 'ni', 'i', 'pis']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.1Sg', 'Coord']
qumananpaq	['qu', 'ma', 'na', 'n', 'paq']	['D', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', '1.Obj', 'Pot', 'Poss.3', 'Ben']
tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
kada	['kada']	['D', 'M', 'M', 'F']	['DET']
hunaq	['hunaq']	['D', 'M', 'M', 'M', 'F']	['N']
mas	['mas']	['D', 'M', 'F']	['ADV']
abansamun	['abansa', 'mu', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Cis', '3']
punuy	['Punu', 'y']	['D', 'M', 'M', 'F', 'U']	['VInt', 'Inf']
ni	['ni']	['D', 'F']	['CCONJ']
mikuy	['miku', 'y']	['D', 'M', 'M', 'F', 'U']	['VTr', 'Inf']
tsarimantsu	['tsari', 'ma', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', '1.Obj', '3', 'Neg']
ni	['Ni']	['D', 'F']	['CCONJ']
tsaypis	['tsay', 'pis']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['PRON', 'Coord']
tinkurqunaqtsu	['tinku', 'rqu', 'naq', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VInt', 'RecPst', '3', 'Rpst', 'Neg']
pachak	['pachak']	['D', 'M', 'M', 'M', 'M', 'F']	['NUM.Card']
kilumanqa	['kilu', 'man', 'qa']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F']	['N', 'Dat', 'Top']
hina	['Hina']	['D', 'M', 'M', 'F']	['ADV']
unay	['unay']	['D', 'M', 'M', 'F']	['N']
qayakurqunaq	['qaya', 'ku', 'rqu', 'naq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'RecPst', '3', 'Rpst']
nunakunam	['Nuna', 'kuna', 'm']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
uryaykaayan	['urya', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Prog', 'Pl', '3']
chakrachaw	['chakra', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
wamra	['Wamra']	['D', 'M', 'M', 'M', 'F']	['N']
punukuykaq	['punu', 'ku', 'yka', 'q']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Refl/Mid', 'Prog', 'Agt']
awilunta	['awilu', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
chawaaratsishqa	['chawaaratsi', 'shqa']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Prf']
ichik	['Ichik']	['D', 'M', 'M', 'M', 'F']	['ADJ']
allqum	['allqu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
kaniman	['kani', 'ma', 'n']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', '1.Obj', '3']
yachay	['Yachay']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
wayichawmi	['wayi', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Loc', 'Asrt']
wamrakunata	['wamra', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
yachatsikuq	['yachatsikuq']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
kikintsaykan	['kiki', 'n', 'tsa', 'yka', 'n']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F', 'D', 'M', 'F', 'U']	['PRON.Refl', 'Poss.3', 'Transl', 'Prog', '3']
wamrakuna	['Wamra', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
pukllayan	['puklla', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pl', '3']
makinkunawan	['maki', 'n', 'kuna', 'wan']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Poss.3', 'Pl', 'Com']
awaqmi	['Awa', 'q', 'mi']	['D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Agt', 'Asrt']
minita	['mini', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
ruraykan	['rura', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
punchuta	['punchu', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
awananpaq	['awa', 'na', 'n', 'paq']	['D', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pot', 'Poss.3', 'Ben']
taqay	['Taqay']	['D', 'M', 'M', 'M', 'F']	['DET']
warmim	['warmi', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
shumaq	['shumaq']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
mukmutsin	['mukmu', 'tsi', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Fact', '3']
putskakuyninta	['putska', 'ku', 'y', 'ni', 'n', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F', 'U', 'D', 'F']	['VTr', 'Refl/Mid', 'Inf', 'Poss.3', 'Obj']
nuqam	['Nuqa', 'm']	['D', 'M', 'M', 'F', 'U']	['PRON.Prs', 'Asrt']
triiguta	['triigu', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
aqaatsii	['aqaa', 'tsi', 'i']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Fact', '1']
mulinuchaw	['mulinu', 'chaw']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Loc']
pikim	['Piki', 'm']	['D', 'M', 'M', 'F', 'U']	['N', 'Asrt']
kuchita	['kuchi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
uyuyaatsin	['uyu', 'yaa', 'tsi', 'n']	['D', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U']	['ADJ', 'Transf', 'Fact', '3']
warmi	['Warmi']	['D', 'M', 'M', 'M', 'F']	['N']
wamrakunam	['wamra', 'kuna', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'U']	['N', 'Pl', 'Asrt']
aqtsanta	['aqtsa', 'n', 'ta']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
piltakuyan	['pilta', 'ku', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Pl', '3']
waynakunaqa	['Wayna', 'kuna', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
pinkullu	['pinkullu']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
tukaytam	['tuka', 'y', 'ta', 'm']	['D', 'M', 'M', 'F', 'U', 'D', 'F', 'U']	['VTr', 'Inf', 'Obj', 'Asrt']
yachakuykaayan	['yacha', 'ku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Refl/Mid', 'Prog', 'Pl', '3']
awilum	['Awilu', 'm']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Asrt']
kuchita	['kuchi', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
qashpan	['qashpa', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
mitsiqmi	['Mitsiq', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Asrt']
uushakunata	['uusha', 'kuna', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
qatiykan	['qati', 'yka', 'n']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Prog', '3']
peruwnintsikpa	['Peruw', 'ni', 'ntsik', 'pa']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'M', 'F', 'D', 'F']	['PROPN', 'Poss.1Pl.Inc', 'Gen']
qiraranchawmi	['qirara', 'n', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Loc', 'Asrt']
wikuña	['wikuña']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
kan	['ka', 'n']	['D', 'F', 'U']	['AUX', '3']
mamaa	['Mama', 'a']	['D', 'M', 'M', 'F', 'U']	['N', 'Poss.1Sg']
llullunpa	['llullu', 'n', 'pa']	['D', 'M', 'M', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Gen']
piqanta	['piqa', 'n', 'ta']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Obj']
awin	['awi', 'n']	['D', 'M', 'F', 'U']	['VTr', '3']
quñuq	['quñuq']	['D', 'M', 'M', 'M', 'F']	['ADJ']
yakuwan	['yaku', 'wan']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Com']
chakrapa	['Chakra', 'pa']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Gen']
qurpanchawmi	['qurpa', 'n', 'chaw', 'mi']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Poss.3', 'Loc', 'Asrt']
kiswarta	['kiswar', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
murushaq	['muru', 'shaq']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['VTr', 'Fut.1']
rinrii	['Rinri', 'i']	['D', 'M', 'M', 'M', 'F', 'U']	['N', 'Poss.1Sg']
tsaparaptinmi	['tsapa', 'ra', 'pti', 'n', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U', 'D', 'F']	['VTr', 'Dur', 'Cnv', 'Poss.3', 'Asrt']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
imatapis	['ima', 'ta']	['D', 'M', 'F', 'D', 'F']	['PRON', 'Obj']
wiyaatsu	['wiya', 'a', 'tsu']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['VTr', '1', 'Neg']
paykunaqa	['Paykuna', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
warka	['warka']	['D', 'M', 'M', 'M', 'F']	['N']
rutuychawmi	['rutu', 'y', 'chaw', 'mi']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F', 'D', 'F']	['VTr', 'Inf', 'Loc', 'Asrt']
qatswakuykaayan	['qatswa', 'ku', 'ykaa', 'ya', 'n']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', 'Prog', 'Pl', '3']
hirkatam	['Hirka', 'ta', 'm']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U']	['N', 'Obj', 'Asrt']
yana	['yana']	['D', 'M', 'M', 'F']	['ADJ']
pukutay	['pukutay']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
tsaparamun	['tsapa', 'ra', 'mu', 'n']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VTr', 'Pct', 'Cis', '3']
payqa	['Pay', 'qa']	['D', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
challwata	['challwa', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
mikunanpaq	['miku', 'na', 'n', 'paq']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pot', 'Poss.3', 'Ben']
charinanpaq	['cha', 'ri', 'na', 'n', 'paq']	['D', 'M', 'F', 'D', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pct', 'Pot', 'Poss.3', 'Ben']
hatun	['hatun']	['D', 'M', 'M', 'M', 'F']	['ADJ']
sachakunapitami	['sacha', 'kuna', 'pita', 'mi']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Abl', 'Asrt']
yakuman	['yaku', 'man']	['D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Dat']
pawaypa	['pawa', 'y', 'pa']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['VInt', 'Inf', 'Man']
pintiykur	['pinti', 'yku', 'r']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VInt', 'Intens', 'Cnv']
yaku	['yaku']	['D', 'M', 'M', 'F']	['N']
rurinchaw	['ruri', 'n', 'chaw']	['D', 'M', 'M', 'F', 'U', 'D', 'M', 'M', 'F']	['N', 'Poss.3', 'Loc']
challwata	['challwa', 'ta']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
piikunwan	['piiku', 'n', 'wan']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'M', 'F']	['N', 'Poss.3', 'Com']
tsarin	['tsari', 'n']	['D', 'M', 'M', 'M', 'F', 'U']	['VTr', '3']
tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
aywayarqaa	['aywa', 'ya', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Pl', 'Pst', '1']
kalikantupita	['Kalikantu', 'pita']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['PROPN', 'Abl']
witsaypam	['witsa', 'y', 'pa', 'm']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F', 'U']	['VTr', 'Inf', 'Man', 'Asrt']
asta	['asta']	['D', 'M', 'M', 'F']	['ADP']
kanshanqan	['Kanshanqan']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['PROPN']
tsay	['Tsay']	['D', 'M', 'M', 'F']	['DET']
diyakunaqa	['diya', 'kuna', 'qa']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Top']
allaapam	['allaapa', 'm']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
resakuy	['resa', 'ku', 'y']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['V', 'Refl/Mid', 'Inf']
kaykurqan	['ka', 'yku', 'rqa', 'n']	['D', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U']	['AUX', 'Intens', 'Pst', '3']
imanakaqpis	['imanakaqpis']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['PRON']
harata	['Hara', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
murunapaq	['muru', 'na', 'paq']	['D', 'M', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Pot', 'Ben']
chakrata	['chakra', 'ta']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
saachintsikmi	['saachi', 'ntsik', 'mi']	['D', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F', 'D', 'F']	['VTr', '1Pl.Inc', 'Asrt']
o	['o']	['U']	['CCONJ']
mana	['mana']	['D', 'M', 'M', 'F']	['ADV']
tsaypis	['tsay']	['D', 'M', 'M', 'F']	['PRON']
ashtantsik	['ashta', 'ntsik']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'F']	['VTr', '1Pl.Inc']
wanuta	['wanu', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
wayillapita	['wayi', 'lla', 'pita']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Lim', 'Abl']
haka	['haka']	['D', 'M', 'M', 'F']	['N']
wanuta	['wanu', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
o	['o']	['U']	['CCONJ']
wallpa	['wallpa']	['D', 'M', 'M', 'M', 'M', 'F']	['N']
o	['o']	['U']	['CCONJ']
kuchi	['kuchi']	['D', 'M', 'M', 'M', 'F']	['N']
wanukunata	['wanu', 'kuna', 'ta']	['D', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'F']	['N', 'Pl', 'Obj']
i	['I']	['U']	['CCONJ']
despwesnash	['despwes', 'na', 'sh']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F']	['ADV', 'Acp', 'Nfh']
kikin	['kiki', 'n']	['D', 'M', 'M', 'F', 'U']	['PRON.Refl', 'Poss.3']
bruhuqa	['bruhu', 'qa']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['N', 'UNK']
siqikaariq	['siqi', 'kaa', 'ri', 'q']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pass', 'Pct', 'Hab']
sutakaarir	['suta', 'kaa', 'ri', 'r']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'F', 'U']	['VTr', 'Pass', 'Pct', 'Cnv']
wanuriq	['wanu', 'ri', 'q']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Pct', 'Hab']
ardayta	['arday', 'ta']	['D', 'M', 'M', 'M', 'F', 'D', 'F']	['ADV', 'Obj']
rurar	['rura', 'r']	['D', 'M', 'M', 'F', 'U']	['VTr', 'Cnv']
tsaymi	['Tsay', 'mi']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON', 'Asrt']
merendakurir	['merenda', 'ku', 'ri', 'r']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', 'Pct', 'Cnv']
kutikuu	['kuti', 'ku', 'u']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['VInt', 'Refl/Mid', '1']
nuqaqa	['nuqa', 'qa']	['D', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
kay	['Kay']	['D', 'M', 'F']	['DET']
kullu	['kullu']	['D', 'M', 'M', 'M', 'F']	['N']
rinrikuna	['rinri', 'kuna']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F']	['N', 'Pl']
mantsakaayaatsun	['mantsaka', 'mantsaka', 'mantsaka']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['VInt', 'Pl', 'Imp.3']
nishpam	['ni', 'shpa', 'm']	['D', 'F', 'D', 'M', 'M', 'F', 'U']	['VTr', 'Grd', 'Asrt']
patsa	['patsa']	['D', 'M', 'M', 'M', 'F']	['N']
rurinpa	['ruri', 'n', 'pa']	['D', 'M', 'M', 'F', 'U', 'D', 'F']	['N', 'Poss.3', 'Prol']
aywaq	['aywa', 'q']	['D', 'M', 'M', 'F', 'U']	['VTr', 'Agt']
mayuta	['mayu', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
qayaykur	['qaya', 'yku', 'r']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Intens', 'Cnv']
llapan	['llapan']	['D', 'M', 'M', 'M', 'M', 'F']	['ADJ']
uchkukunaman	['uchku', 'kuna', 'man']	['D', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'F', 'D', 'M', 'F']	['N', 'Pl', 'Dat']
yakuta	['yaku', 'ta']	['D', 'M', 'M', 'F', 'D', 'F']	['N', 'Obj']
kamaykurqaa	['kama', 'yku', 'rqa', 'a']	['D', 'M', 'M', 'F', 'D', 'M', 'F', 'D', 'M', 'F', 'U']	['VTr', 'Intens', 'Pst', '1']
tsaynam	['Tsay', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['PRON', 'Acp', 'Asrt']
mantsakashqa	['mantsaka', 'mantsaka']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'M', 'M', 'M', 'M', 'M', 'M', 'F']	['VInt', 'Prf']
niyaq	['ni', 'ya', 'q']	['D', 'F', 'D', 'F', 'U']	['VTr', 'Pl', 'Hab']
kayaa	['ka', 'ya', 'a']	['D', 'F', 'D', 'F', 'U']	['AUX', 'Pl', '1']
manam	['Mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
nuqakunaqa	['nuqakuna', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F']	['PRON.Prs', 'Top']
yachayaatsu	['yacha', 'ya', 'a', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', '1', 'Neg']
tirador	['tirador']	['D', 'M', 'M', 'M', 'M', 'M', 'F']	['N']
kayta	['ka', 'y', 'ta']	['D', 'F', 'U', 'D', 'F']	['AUX', 'Inf', 'Obj']
i	['i']	['U']	['CCONJ']
manam	['mana', 'm']	['D', 'M', 'M', 'F', 'U']	['ADV', 'Asrt']
ni	['ni']	['D', 'F']	['ADV']
kargaytapis	['karga', 'y', 'ta', 'pis']	['D', 'M', 'M', 'M', 'F', 'U', 'D', 'F', 'D', 'M', 'F']	['V', 'Inf', 'Obj', 'Coord']
yachayaatsu	['yacha', 'ya', 'a', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', '1', 'Neg']
mananam	['Mana', 'na', 'm']	['D', 'M', 'M', 'F', 'D', 'F', 'U']	['ADV', 'Disc', 'Asrt']
ni	['ni']	['D', 'F']	['ADV']
misa	['misa']	['D', 'M', 'M', 'F']	['N']
wiyakuyllatapis	['wiya', 'ku', 'y', 'lla', 'ta', 'pis']	['D', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F', 'D', 'F', 'D', 'M', 'F']	['VTr', 'Refl/Mid', 'Inf', 'Lim', 'Obj', 'Coord']
yachayantsu	['yacha', 'ya', 'n', 'tsu']	['D', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'M', 'F']	['VTr', 'Pl', '3', 'Neg']
ni	['ni']	['D', 'F']	['ADV']
konfesakuytanaqa	['konfesa', 'ku', 'y', 'ta', 'na', 'qa']	['D', 'M', 'M', 'M', 'M', 'M', 'F', 'D', 'F', 'U', 'D', 'F', 'D', 'F', 'D', 'F']	['V', 'Refl/Mid', 'Inf', 'Obj', 'Acp', 'Top']
